SKU Code,SAP Code,SAP Name,Category,Model Code,Model Name,UPC Code,HS Code,Release Date,Season,Capacity(Capacity Unit),Collection Name,Color,Material,Size (mm),Net Weight(Weight Unit),Country of Origin,Care Instructions,Line Name,Operational Status,Sales Grade,Design Grade,SAP Price (KRW),Paid Packaging Options,Product Name (ko),Product Name (en),Product Description (ko),Product Description (en),Collection Name (ko),Collection Name (en),Internal Search Keyword (ko),Internal Search Keyword (en),Sales Availability by Channel
S17000108,17000108,LINE BUTTER KNIFE-02BG,FLATWARE > KNIFE,18000053,LINE BUTTER KNIFE,8800294293667,8215999000,2025-09-05,2025,0.000 (),LINE,"Silver,Beige",,20*160*7,40,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",라인 버터 나이프 베이지,Line Butter Knife Beige,베이지 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 디저트 나이프,Dessert knife in stainless steel with a minimalistic design accentuated by beige edges,라인,Line,"디저트 나이프, 버터 나이프, 작은 나이프, 스프레드 나이프","dessert knife, butter knife, spread knife",NUF_Official_KR
S17000106,17000106,LINE BUTTER KNIFE-02BK,FLATWARE > KNIFE,18000053,LINE BUTTER KNIFE,8800294293650,8215999000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,20*160*7,40,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",라인 버터 나이프 블랙,Line Butter Knife Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 버터 나이프,Butter knife in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"디저트 나이프, 버터 나이프, 작은 나이프, 스프레드 나이프","dessert knife, butter knife, spread knife",NUF_Official_KR
S17000105,17000105,LINE SERVING SPOON-02BK,FLATWARE > SPOON,18000022,LINE SERVING SPOON,8809907775743,8215991000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,79*282*9,252,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,68000,S16000233:NUF 2025 SHOPPING BAG (L),라인 서빙 스푼 블랙,Line Serving Spoon Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 서빙 스푼,Serving spoon in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"서빙 스푼, 큰 스푼, 샐러드 스푼, 서빙용 스푼, 스푼, 서빙용 숟가락","serving spoon, large spoon, salad spoon, spoon for serving, spoon",NUF_Official_KR
S17000104,17000104,LINE SPOON-02BK,FLATWARE > SPOON,18000020,LINE SPOON,8809907775750,8215991000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,43*192*7,69,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,23000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",라인 스푼 블랙,Line Spoon Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 디너 스푼,Dinner spoon in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"디너 스푼, 테이블 스푼, 식사용 스푼, 숟가락, 메인 스푼, 스푼","dinner spoon, tablespoon, main spoon,  dining spoon, flatware spoon",NUF_Official_KR
S17000103,17000103,LINE SERVING FORK-02BK,FLATWARE > FORK,18000018,LINE SERVING FORK,8809907775736,8215992000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,78*282*9,236,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,68000,S16000233:NUF 2025 SHOPPING BAG (L),라인 서빙 포크 블랙,Line Serving Fork Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 서빙 포크,Serving fork in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"서빙 포크, 큰 포크, 샐러드 포크, 서빙용 포크, 포크","serving fork, large fork, salad fork, fork for serving, fork",NUF_Official_KR
S17000102,17000102,LINE KNIFE-02BK,FLATWARE > KNIFE,18000019,LINE KNIFE,8809907775729,8211910000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,26*204*7,60,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,23000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",라인 나이프 블랙,Line Knife Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 디너 나이프,Dinner knife in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"디너 나이프, 테이블 나이프, 식사용 나이프, 메인 나이프, 나이프","dinner knife, tableknife, main knife,  dining knife, flatware knife",NUF_Official_KR
S17000101,17000101,LINE FORK-02BK,FLATWARE > FORK,18000016,LINE FORK,8809907775712,8215992000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,30*178*7,63,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,23000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",라인 포크 블랙,Line Fork Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 디너 포크,Dinner fork in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"디너 포크, 테이블 포크, 식사용 포크, 포크, 메인 포크, 커트러리 포크","dinner fork, cutlery fork, table fork, dining fork, flatware fork, main fork",NUF_Official_KR
S17000100,17000100,LINE DESSERT SPOON-02BK,FLATWARE > SPOON,18000021,LINE DESSERT SPOON,8809907775705,8215991000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,33*149*7,42,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",라인 디저트 스푼 블랙,Line Dessert Spoon Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 디저트 스푼,Dessert spoon in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"디저트 스푼, 작은 스푼, 스푼, 아이스크림 스푼, 디저트 숟가락","dessert spoon, teaspoon, spoon, ice cream spoon",NUF_Official_KR
S17000099,17000099,LINE DESSERT FORK-02BK,FLATWARE > FORK,18000017,LINE DESSERT FORK,8809907775699,8215992000,2025-09-05,2025,0.000 (),LINE,"Silver,Black",,23*145*7,38,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",LINE,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",라인 디저트 포크 블랙,Line Dessert Fork Black,블랙 포인트 라인으로 미니멀한 실루엣을 완성한 스테인리스 스틸 소재의 디저트 포크,Dessert fork in stainless steel with a minimalistic design accentuated by black edges,라인,Line,"디저트 포크, 작은 포크, 케이크 포크, 포크","dessert fork, cake fork, fork",NUF_Official_KR
S17000098,17000098,NERD SPOON-WHITE,FLATWARE > SPOON,18000031,NERD SPOON,8809907775903,,,,0.000 (),,WHITE,,38*172*3,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000097,17000097,NERD FORK-WHITE,FLATWARE > FORK,18000029,NERD FORK,8809907775873,,,,0.000 (),,WHITE,,32*171*3,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000096,17000096,NERD DESSERT SPOON-WHITE,FLATWARE > SPOON,18000032,NERD DESSERT SPOON,8809907775842,,,,0.000 (),,WHITE,,32*145*3,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000095,17000095,NERD DESSERT FORK-WHITE,FLATWARE > FORK,18000030,NERD DESSERT FORK,8809907775811,,,,0.000 (),,WHITE,,27*145*3,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000094,17000094,NERD BUTTER KNIFE-WHITE,FLATWARE > KNIFE,18000028,NERD BUTTER KNIFE,8809907775781,,,,0.000 (),,WHITE,,27*150*5,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000093,17000093,DOT BUTTER KNIFE-BLACK,FLATWARE > KNIFE,18000052,DOT BUTTER KNIFE,8809907775552,,,,0.000 (),,BLACK,,13*133*5,40,중국,,,CONTINUED,,,,,닷 버터 나이프 블랙,Dot Butter Knife Black,강렬한 블랙과 화이트 도트 패턴의 대비가 인상적인 스테인리스 스틸 소재의 버터 나이프,Butter knife in stainless steel with a bold contrast of black and white dot pattern,닷,Dot,"디저트 나이프, 버터 나이프, 작은 나이프, 스프레드 나이프","dessert knife, butter knife, spread knife",NUF_Official_KR
S17000092,17000092,DOT BUTTER KNIFE-02BK,FLATWARE > KNIFE,18000052,DOT BUTTER KNIFE,8809907775545,8215999000,2025-09-05,2025,0.000 (),PATTERN,"Silver,Black",,13*133*5,40,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",DOT,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",닷 버터 나이프,Dot Butter Knife,강렬한 블랙 도트 패턴이 인상적인 스테인리스 스틸 소재의 버터 나이프,Butter knife in stainless steel with a bold black dot pattern,닷,Dot,"디저트 나이프, 버터 나이프, 작은 나이프, 스프레드 나이프","dessert knife, butter knife, spread knife",NUF_Official_KR
S17000091,17000091,FIGURE EGG CUP-WHITE,TABLE ACCESSORIES > TABLE ACCESSORIES,18000051,FIGURE EGG CUP,8809907775682,,,,0.000 (),,WHITE,,76*66*42,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000090,17000090,FIGURE EGG CUP-BLACK,TABLE ACCESSORIES > TABLE ACCESSORIES,18000051,FIGURE EGG CUP,8809907775675,,,,0.000 (),,BLACK,,76*66*42,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000089,17000089,FIGURE EGG CUP-SILVER,TABLE ACCESSORIES > TABLE ACCESSORIES,18000051,FIGURE EGG CUP,8809907775668,,,,0.000 (),,SILVER,,76*66*42,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000087,17000087,WAVE TRAY 39-BLACK,TABLE ACCESSORIES > SERVING TRAY,18000048,WAVE TRAY 39,8809907776320,,,,0.000 (),,BLACK,,465*100*27,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000086,17000086,WAVE TRAY 39-SILVER,TABLE ACCESSORIES > SERVING TRAY,18000048,WAVE TRAY 39,8809907776313,,,,0.000 (),,SILVER,,465*100*27,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000085,17000085,WAVE TRAY 25-WHITE,TABLE ACCESSORIES > SERVING TRAY,18000044,WAVE TRAY 25,8809907776306,,,,0.000 (),,WHITE,,281*210*28,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000084,17000084,WAVE TRAY 25-BLACK,TABLE ACCESSORIES > SERVING TRAY,18000044,WAVE TRAY 25,8809907776290,,,,0.000 (),,BLACK,,281*210*28,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000083,17000083,WAVE TRAY 25-SILVER,TABLE ACCESSORIES > SERVING TRAY,18000044,WAVE TRAY 25,8809907776283,,,,0.000 (),,SILVER,,281*210*28,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000082,17000082,WAVE SQUARE PLATE-WHITE,DINNERWARE > PLATE,18000043,WAVE SQUARE PLATE,8809907776276,,,,0.000 (),,WHITE,,145*145*13,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000081,17000081,WAVE SQUARE PLATE-BLACK,DINNERWARE > PLATE,18000043,WAVE SQUARE PLATE,8809907776269,,,,0.000 (),,BLACK,,145*145*13,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000080,17000080,WAVE SQUARE PLATE-SILVER,DINNERWARE > PLATE,18000043,WAVE SQUARE PLATE,8809907776252,,,,0.000 (),,SILVER,,145*145*13,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000079,17000079,WAVE SPOON-WHITE,FLATWARE > SPOON,18000038,WAVE SPOON,8809907776245,,,,0.000 (),,WHITE,,40*171*3,57,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000078,17000078,WAVE SPOON-BLACK,FLATWARE > SPOON,18000038,WAVE SPOON,8809907776238,,,,0.000 (),,BLACK,,40*171*3,57,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000077,17000077,WAVE SPOON-02BK,FLATWARE > SPOON,18000038,WAVE SPOON,8809907776221,8215991000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,40*171*3,57,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,23000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",웨이브 스푼,Wave Spoon,입체적인 곡선 쉐입이 돋보이는 스테인리스 스틸 소재의 디너 스푼,Dinner spoon in stainless steel with sculptural curves,웨이브,Wave,"디너 스푼, 테이블 스푼, 식사용 스푼, 숟가락, 메인 스푼, 스푼","dinner spoon, tablespoon, main spoon,  dining spoon, flatware spoon",NUF_Official_KR
S17000076,17000076,WAVE KNIFE-WHITE,FLATWARE > KNIFE,18000037,WAVE KNIFE,8809907776214,,,,0.000 (),,WHITE,,22*171*3,42,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000075,17000075,WAVE KNIFE-BLACK,FLATWARE > KNIFE,18000037,WAVE KNIFE,8809907776207,,,,0.000 (),,BLACK,,22*171*3,42,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000074,17000074,WAVE KNIFE-02BK,FLATWARE > KNIFE,18000037,WAVE KNIFE,8809907776191,8211910000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,22*171*3,42,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,23000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",웨이브 나이프,Wave Knife,입체적인 곡선 쉐입이 돋보이는 스테인리스 스틸 소재의 디너 나이프,Dinner knife in stainless steel with sculptural curves,웨이브,Wave,"디너 나이프, 테이블 나이프, 식사용 나이프, 메인 나이프, 나이프","dinner knife, tableknife, main knife,  dining knife, flatware knife",NUF_Official_KR
S17000073,17000073,WAVE FORK-WHITE,FLATWARE > FORK,18000035,WAVE FORK,8809907776184,,,,0.000 (),,WHITE,,27*171*3,50,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000072,17000072,WAVE FORK-BLACK,FLATWARE > FORK,18000035,WAVE FORK,8809907776177,,,,0.000 (),,BLACK,,27*171*3,50,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000071,17000071,WAVE FORK-02BK,FLATWARE > FORK,18000035,WAVE FORK,8809907776160,8215992000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,27*171*3,50,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,23000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",웨이브 포크,Wave Fork,입체적인 곡선 쉐입이 돋보이는 스테인리스 스틸 소재의 디너 포크,Dinner fork in stainless steel with sculptural curves,웨이브,Wave,"디너 포크, 테이블 포크, 식사용 포크, 포크, 메인 포크, 커트러리 포크","dinner fork, cutlery fork, table fork, dining fork, flatware fork, main fork",NUF_Official_KR
S17000070,17000070,WAVE DESSERT SPOON-WHITE,FLATWARE > SPOON,18000039,WAVE DESSERT SPOON,8809907776153,,,,0.000 (),,WHITE,,30*137*3,33,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000069,17000069,WAVE DESSERT SPOON-BLACK,FLATWARE > SPOON,18000039,WAVE DESSERT SPOON,8809907776146,,,,0.000 (),,BLACK,,30*137*3,33,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000068,17000068,WAVE DESSERT SPOON-02BK,FLATWARE > SPOON,18000039,WAVE DESSERT SPOON,8809907776139,8215991000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,30*137*3,33,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",웨이브 디저트 스푼,Wave Dessert Spoon,입체적인 곡선 쉐입이 돋보이는 스테인리스 스틸 소재의 디저트 스푼,Dessert spoon in stainless steel with sculptural curves,웨이브,Wave,"디저트 스푼, 작은 스푼, 스푼, 아이스크림 스푼, 디저트 숟가락","dessert spoon, teaspoon, spoon, ice cream spoon",NUF_Official_KR
S17000067,17000067,WAVE DESSERT FORK-WHITE,FLATWARE > FORK,18000036,WAVE DESSERT FORK,8809907776122,,,,0.000 (),,WHITE,,21*137*3,31,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000066,17000066,WAVE DESSERT FORK-BLACK,FLATWARE > FORK,18000036,WAVE DESSERT FORK,8809907776115,,,,0.000 (),,BLACK,,21*137*3,31,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000065,17000065,WAVE DESSERT FORK-02BK,FLATWARE > FORK,18000036,WAVE DESSERT FORK,8809907776108,8215992000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,21*137*3,31,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",웨이브 디저트 포크,Wave Dessert Fork,입체적인 곡선 쉐입이 돋보이는 스테인리스 스틸 소재의 디저트 포크,Dessert fork in stainless steel with sculptural curves,웨이브,Wave,"디저트 포크, 작은 포크, 케이크 포크, 포크","dessert fork, cake fork, fork",NUF_Official_KR
S17000062,17000062,WAVE CUTLERY STORAGE-BLACK,TABLE ACCESSORIES > TABLE ACCESSORIES,18000047,WAVE HOLDER,8809907776078,,,,0.000 (),,BLACK,,39171*34*32,388,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000061,17000061,WAVE HOLDER-02,TABLE ACCESSORIES > TABLE ACCESSORIES,18000047,WAVE HOLDER,8809907776061,7615109020,2025-09-05,2025,0.000 (),WAVE,Silver,,170.6*33.7*31.8,388,중국," | KO: 식기세척기 및 전자레인지 사용 금지
부드러운 스펀지와 중성세제로 세척, 용도 외 사용 금지
과탄산소다 사용 금지 | EN: Not safe for dishwasher or microwave
Use a soft sponge and mild detergent, Use only for its intended use
Do not use oxygen bleach (e.g., sodium percarbonate)",WAVE,CONTINUED,1,2.0,60000,"S16000232:NUF 2025 SHOPPING BAG (M), S16000241:NUF 2025 WARE GIFT BOX (M)",웨이브 홀더,Wave Holder,웨이브 시리즈와 함께 스타일링 가능한 곡선형 슬롯의 커트러리 홀더,"Cutlery holder with curved slots, designed to pair with the Wave series",웨이브,Wave,"홀더, 숟가락 홀더, 스푼 홀더, 포크 홀더, 나이프 홀더, 커트러리 홀더","holder, spoon holder, fork holder, knife holder, cutlery holder, flatware holder",NUF_Official_KR
S17000060,17000060,WAVE CUTLERY REST-WHITE,TABLE ACCESSORIES > CUTLERY REST,18000046,WAVE CUTLERY REST,8809907776054,,,,0.000 (),,WHITE,,95*36*12,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000059,17000059,WAVE CUTLERY REST-BLACK,TABLE ACCESSORIES > CUTLERY REST,18000046,WAVE CUTLERY REST,8809907776047,,,,0.000 (),,BLACK,,95*36*12,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000058,17000058,WAVE CUTLERY REST-SILVER,TABLE ACCESSORIES > CUTLERY REST,18000046,WAVE CUTLERY REST,8809907776030,,,,0.000 (),,SILVER,,95*36*12,0,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000057,17000057,WAVE COASTER-WHITE,DRINKWARE > DRINKWARE ETC,18000049,WAVE COASTER,8809907776023,,,,0.000 (),,WHITE,,111*111*17,450,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000056,17000056,WAVE COASTER-BLACK,DRINKWARE > DRINKWARE ETC,18000049,WAVE COASTER,8809907776016,,,,0.000 (),,BLACK,,111*111*17,450,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000055,17000055,WAVE COASTER-02,DRINKWARE > DRINKWARE ETC,18000049,WAVE COASTER,8809907776009,7323930000,2025-09-05,2025,0.000 (),WAVE,Silver,,111*111*17,450,중국," | KO: 식기세척기 및 전자레인지 사용 금지
부드러운 스펀지와 중성세제로 세척, 용도 외 사용 금지 | EN: Not dishwasher safe, Not microwave safe
Use a soft sponge and mild detergent, Use only for its intended use",WAVE,CONTINUED,3,3.0,52000,S16000233:NUF 2025 SHOPPING BAG (L),웨이브 코스터,Wave Coaster,입체적인 곡선 패턴이 돋보이는 스테인리스 스틸 소재의 웨이브 코스터와 홀더,Wave Coaster and holder in stainless steel with a sculptural curved pattern,웨이브,Wave,"컵받침, 컵 코스터, 음료 코스터, 티 코스터, 글라스 코스터","coaster, cup coaster,drink coaster, table coaster, glass coaster",NUF_Official_KR
S17000054,17000054,WAVE BUTTER KNIFE-WHITE,FLATWARE > KNIFE,18000034,WAVE BUTTER KNIFE,8809907775996,,,,0.000 (),,WHITE,,12*142*3,28,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000053,17000053,WAVE BUTTER KNIFE-BLACK,FLATWARE > KNIFE,18000034,WAVE BUTTER KNIFE,8809907775989,,,,0.000 (),,BLACK,,12*142*3,28,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000052,17000052,WAVE BUTTER KNIFE-02BK,FLATWARE > KNIFE,18000034,WAVE BUTTER KNIFE,8809907775972,8215999000,2025-09-05,2025,0.000 (),WAVE,"Silver,Black",,12*142*3,28,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAVE,CONTINUED,1,1.0,18000,"S16000235:NUF 2025 CUTLERY GIFT BOX (1), S16000231:NUF 2025 SHOPPING BAG (S)",웨이브 버터 나이프,Wave Butter Knife,입체적인 곡선 쉐입이 돋보이는 스테인리스 스틸 소재의 버터 나이프,Butter knife in stainless steel with sculptural curves,웨이브,Wave,"디저트 나이프, 버터 나이프, 작은 나이프, 스프레드 나이프","dessert knife, butter knife, spread knife",NUF_Official_KR
S17000051,17000051,WAFFERS ICE CREAM SPOON-WHITE,FLATWARE > SPOON,18000033,WAFFERS SPOON,8809907775965,,,,0.000 (),,WHITE,,34*126*10,93,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000050,17000050,WAFFERS ICE CREAM SPOON-BLACK,FLATWARE > SPOON,18000033,WAFFERS SPOON,8809907775958,,,,0.000 (),,BLACK,,34*126*10,93,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000049,17000049,WAFFERS SPOON-02,FLATWARE > SPOON,18000033,WAFFERS SPOON,8809907775941,8215991000,2025-09-05,2025,0.000 (),MINI,Silver,,34*126*10,93,중국," | KO: 사용 전 반드시 세척, 식기세척기 사용 금지
부드러운 스펀지와 중성세제로 세척, 전자레인지 사용 금지 | EN: Wash thoroughly before first use, Not dishwasher safe
Use a soft sponge and mild detergent, Not microwave safe",WAFFERS,CONTINUED,3,3.0,33000,"S16000231:NUF 2025 SHOPPING BAG (S), S16000235:NUF 2025 CUTLERY GIFT BOX (1)",와퍼스 스푼,Waffers Spoon,웨이퍼를 연상시키는 핸들 디테일이 특징인 스테인리스 스틸 소재의 와퍼스 스푼,Waffers Spoon in stainless steel with a wafer-like handle design,미니,Mini,"디저트 스푼, 작은 스푼, 스푼, 아이스크림 스푼, 디저트 숟가락","dessert spoon, teaspoon, spoon, ice cream spoon",NUF_Official_KR
S17000048,17000048,PILLOW ICE CREAM SPOON-WHITE,FLATWARE > SPOON,18000023,PILLOW SPOON,8809907775934,,,,0.000 (),,WHITE,,32*114*10,94,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
S17000047,17000047,PILLOW ICE CREAM SPOON-BLACK,FLATWARE > SPOON,18000023,PILLOW SPOON,8809907775927,,,,0.000 (),,BLACK,,32*114*10,94,중국,,,CONTINUED,,,,,,,,,,,,,NUF_Official_KR
